1 ,41
2 ,42
3 ,41
4 ,43
5 ,44
6 ,45
7 ,46
8 ,45
9 ,45
10 ,46
11 ,46
12 ,47
13 ,49
14 ,47
15 ,46
16 ,46
17 ,45
18 ,47
19 ,47
20 ,47
21 ,46
22 ,46
23 ,47
24 ,47
25 ,47
26 ,47
27 ,47
28 ,47
29 ,48
30 ,48
31 ,47
32 ,46
33 ,44
34 ,45
35 ,45
36 ,45
37 ,43
38 ,42
39 ,43
40 ,44
41 ,43
42 ,42
43 ,41
44 ,40
45 ,42
46 ,41
47 ,40
48 ,40
49 ,39
50 ,39
51 ,40
52 ,42
53 ,42
54 ,43
55 ,45
56 ,45
57 ,44
58 ,44
59 ,45
60 ,44
61 ,43
62 ,42
63 ,41
64 ,39
65 ,38
66 ,40
67 ,40
68 ,40
69 ,37
70 ,38
71 ,38
72 ,40
73 ,40
74 ,38
75 ,37
76 ,37
77 ,38
78 ,36
79 ,35
80 ,38
81 ,39
82 ,38
83 ,37
84 ,36
85 ,36
86 ,33
87 ,31
88 ,28
89 ,31
90 ,28
91 ,26
92 ,24
93 ,22
94 ,26
95 ,25
96 ,20
97 ,22
98 ,22
99 ,22
100 ,21
101 ,21
102 ,22
103 ,19
104 ,20
105 ,21
106 ,20
107 ,21
108 ,20
109 ,20
110 ,20
111 ,20
112 ,18
113 ,15
114 ,16
115 ,16
116 ,14
117 ,14
118 ,15
119 ,15
120 ,16
121 ,17
122 ,17
123 ,17
124 ,16
125 ,16
126 ,16
127 ,15
128 ,15
129 ,17
130 ,16
131 ,16
132 ,16
133 ,15
134 ,15
135 ,15
136 ,15
137 ,14
138 ,14
139 ,13
140 ,13
141 ,13
142 ,12
143 ,12
144 ,11
145 ,11
146 ,11
147 ,11
148 ,11
149 ,12
150 ,11
151 ,12
152 ,13
153 ,13
154 ,12
155 ,12
156 ,12
157 ,12
158 ,13
159 ,13
160 ,13
161 ,13
162 ,13
163 ,13
164 ,13
165 ,14
166 ,14
167 ,14
168 ,14
169 ,13
170 ,13
171 ,13
172 ,13
173 ,13
174 ,13
175 ,13
176 ,13
177 ,13
178 ,12
179 ,12
180 ,12
181 ,12
182 ,12
183 ,12
184 ,12
185 ,12
186 ,13
187 ,13
188 ,13
189 ,13
190 ,11
191 ,12
192 ,11
193 ,12
194 ,13
195 ,12
196 ,10
197 ,10
198 ,10
199 ,9
200 ,8
201 ,7
202 ,7
203 ,7
204 ,7
205 ,7
206 ,7
207 ,6
208 ,8
209 ,8
210 ,9
211 ,10
212 ,10
213 ,10
214 ,10
215 ,9
216 ,9
217 ,9
218 ,9
219 ,8
220 ,8
221 ,8
222 ,7
223 ,7
224 ,9
225 ,8
226 ,7
227 ,7
228 ,6
229 ,5
230 ,4
231 ,2
232 ,1
233 ,1
234 ,2
235 ,2
236 ,1
237 ,3
238 ,4
239 ,4
240 ,3
241 ,2
242 ,3
243 ,3
244 ,3
245 ,4
246 ,4
247 ,4
248 ,4
249 ,3
250 ,3
251 ,2
252 ,1
253 ,1
254 ,1
255 ,1
256 ,1
257 ,1
258 ,1
259 ,1
260 ,1
261 ,1
262 ,2
263 ,2
264 ,2
265 ,3
266 ,3
267 ,4
268 ,4
269 ,4
270 ,4
271 ,5
272 ,5
273 ,6
274 ,6
275 ,3
276 ,3
277 ,3
278 ,2
279 ,1
280 ,2
281 ,3
282 ,3
283 ,3
284 ,4
285 ,5
286 ,5
287 ,3
288 ,4
289 ,5
290 ,6
291 ,7
292 ,6
293 ,4
294 ,4
295 ,4
296 ,4
297 ,3
298 ,4
299 ,5
300 ,5
301 ,5
302 ,5
303 ,4
304 ,4
305 ,3
306 ,2
307 ,2
308 ,1
309 ,0
310 ,1
311 ,0
312 ,1
313 ,1
314 ,1
315 ,1
316 ,2
317 ,3
318 ,4
319 ,5
320 ,5
321 ,4
322 ,4
323 ,3
324 ,2
325 ,2
326 ,1
327 ,1
328 ,1
329 ,0
330 ,0
331 ,0
332 ,0
333 ,0
334 ,0
335 ,0
336 ,0
337 ,0
338 ,0
339 ,1
340 ,1
341 ,1
342 ,1
343 ,1
344 ,1
345 ,1
346 ,1
347 ,1
348 ,1
349 ,0
350 ,0
351 ,0
352 ,0
353 ,0
354 ,0
355 ,1
356 ,1
357 ,1
358 ,1
359 ,1
360 ,1
361 ,1
362 ,1
363 ,1
364 ,1
365 ,1
366 ,0
367 ,0
368 ,0
369 ,0
370 ,0
371 ,1
372 ,0
373 ,0
374 ,0
375 ,0
376 ,0
377 ,0
378 ,0
379 ,0
380 ,0
381 ,0
382 ,0
383 ,1
384 ,1
385 ,1
386 ,1
387 ,0
388 ,0
389 ,1
390 ,2
391 ,2
392 ,3
393 ,3
394 ,3
395 ,3
396 ,3
397 ,3
398 ,4
399 ,4
400 ,3
401 ,3
402 ,4
403 ,4
404 ,4
405 ,4
406 ,4
407 ,5
408 ,5
409 ,7
410 ,8
411 ,7
412 ,7
413 ,7
414 ,8
415 ,8
416 ,9
417 ,9
418 ,8
419 ,9
420 ,8
421 ,9
422 ,9
423 ,9
424 ,11
425 ,11
426 ,13
427 ,12
428 ,11
429 ,11
430 ,11
431 ,10
432 ,10
433 ,9
434 ,8
435 ,7
436 ,6
437 ,7
438 ,6
439 ,7
440 ,5
441 ,5
442 ,2
443 ,0
444 ,1
445 ,0
446 ,0
447 ,2
448 ,3
449 ,0
450 ,0
451 ,0
452 ,0
453 ,2
454 ,3
455 ,3
456 ,5
457 ,6
458 ,7
459 ,5
460 ,5
461 ,5
462 ,6
463 ,6
464 ,6
465 ,8
466 ,8
467 ,9
468 ,9
469 ,11
470 ,12
471 ,14
472 ,15
473 ,18
474 ,18
475 ,20
476 ,18
477 ,19
478 ,21
479 ,27
480 ,29
481 ,31
482 ,31
483 ,34
484 ,33
485 ,33
486 ,35
487 ,36
488 ,37
489 ,39
490 ,39
491 ,39
492 ,43
493 ,44
494 ,49
495 ,50
496 ,51
497 ,51
498 ,51
499 ,51
500 ,48
501 ,50
502 ,51
503 ,58
504 ,58
505 ,60
506 ,62
507 ,64
508 ,65
509 ,66
510 ,63
511 ,62
512 ,60
513 ,57
514 ,59
515 ,60
516 ,60
517 ,63
518 ,60
519 ,60
520 ,63
521 ,66
522 ,65
523 ,66
524 ,65
525 ,64
526 ,62
527 ,66
528 ,69
529 ,65
530 ,66
531 ,64
532 ,66
533 ,68
534 ,68
535 ,67
536 ,63
537 ,61
538 ,62
539 ,64
540 ,63
541 ,61
542 ,64
543 ,66
544 ,67
545 ,66
546 ,68
547 ,68
548 ,69
549 ,69
550 ,69
551 ,74
552 ,73
553 ,72
554 ,70
555 ,69
556 ,69
557 ,71
558 ,69
559 ,67
560 ,66
561 ,66
562 ,66
563 ,66
564 ,68
565 ,68
566 ,67
567 ,67
568 ,67
569 ,67
570 ,67
571 ,67
572 ,66
573 ,68
574 ,68
575 ,67
576 ,67
577 ,66
578 ,66
579 ,65
580 ,64
581 ,65
582 ,65
583 ,66
584 ,66
585 ,68
586 ,68
587 ,71
588 ,70
589 ,70
590 ,70
591 ,73
592 ,73
593 ,74
594 ,76
595 ,76
596 ,76
597 ,75
598 ,74
599 ,75
600 ,73
601 ,11
602 ,11
603 ,11
604 ,12
605 ,12
606 ,12
607 ,12
608 ,11
609 ,9
610 ,9
611 ,10
612 ,11
613 ,8
614 ,7
615 ,8
616 ,6
617 ,6
618 ,6
619 ,4
620 ,7
621 ,6
622 ,5
623 ,7
624 ,8
625 ,8
626 ,9
627 ,10
628 ,10
629 ,10
630 ,14
631 ,16
632 ,17
633 ,15
634 ,15
635 ,14
636 ,11
637 ,11
638 ,9
639 ,10
640 ,8
641 ,9
642 ,7
643 ,9
644 ,8
645 ,11
646 ,10
647 ,11
648 ,13
649 ,13
650 ,13
651 ,15
652 ,16
653 ,18
654 ,16
655 ,14
656 ,18
657 ,20
658 ,20
659 ,19
660 ,21
661 ,25
662 ,23
663 ,25
664 ,23
665 ,22
666 ,20
667 ,23
668 ,22
669 ,21
670 ,18
671 ,17
672 ,15
673 ,16
674 ,17
675 ,15
676 ,17
677 ,16
678 ,17
679 ,17
680 ,17
681 ,16
682 ,14
683 ,11
684 ,12
685 ,13
686 ,12
687 ,8
688 ,5
689 ,3
690 ,4
691 ,4
692 ,3
693 ,7
694 ,9
695 ,10
696 ,9
697 ,8
698 ,6
699 ,4
700 ,0
701 ,0
702 ,1
703 ,5
704 ,6
705 ,10
706 ,11
707 ,11
708 ,10
709 ,10
710 ,12
711 ,11
712 ,9
713 ,10
714 ,9
715 ,10
716 ,11
717 ,11
718 ,7
719 ,7
720 ,7
721 ,7
722 ,7
723 ,7
724 ,11
725 ,8
726 ,8
727 ,7
728 ,3
729 ,2
730 ,1
731 ,0
732 ,1
733 ,1
734 ,3
735 ,7
736 ,4
737 ,0
738 ,0
739 ,0
740 ,0
741 ,0
742 ,0
743 ,0
744 ,1
745 ,1
746 ,3
747 ,2
748 ,3
749 ,0
750 ,0
751 ,0
752 ,0
753 ,0
754 ,1
755 ,1
756 ,1
757 ,0
758 ,0
759 ,1
760 ,0
761 ,0
762 ,0
763 ,0
764 ,1
765 ,0
766 ,3
767 ,4
768 ,5
769 ,4
770 ,6
771 ,9
772 ,12
773 ,18
774 ,21
775 ,17
776 ,14
777 ,13
778 ,17
779 ,15
780 ,17
781 ,16
782 ,17
783 ,16
784 ,15
