1 ,12
2 ,10
3 ,7
4 ,5
5 ,6
6 ,5
7 ,6
8 ,4
9 ,2
10 ,3
11 ,2
12 ,2
13 ,1
14 ,2
15 ,2
16 ,1
17 ,0
18 ,0
19 ,0
20 ,1
21 ,4
22 ,2
23 ,3
24 ,3
25 ,4
26 ,7
27 ,5
28 ,6
29 ,5
30 ,2
31 ,3
32 ,4
33 ,4
34 ,4
35 ,7
36 ,7
37 ,6
38 ,6
39 ,6
40 ,6
41 ,5
42 ,5
43 ,5
44 ,4
45 ,2
46 ,1
47 ,0
48 ,0
49 ,0
50 ,0
51 ,1
52 ,1
53 ,0
54 ,2
55 ,2
56 ,1
57 ,0
58 ,0
59 ,1
60 ,1
61 ,1
62 ,1
63 ,1
64 ,5
65 ,3
66 ,3
67 ,0
68 ,0
69 ,0
70 ,0
71 ,1
72 ,2
73 ,4
74 ,3
75 ,1
76 ,2
77 ,1
78 ,2
79 ,2
80 ,3
81 ,3
82 ,0
83 ,0
84 ,2
85 ,2
86 ,2
87 ,2
88 ,3
89 ,2
90 ,1
91 ,3
92 ,3
93 ,6
94 ,10
95 ,8
96 ,9
97 ,8
98 ,12
99 ,13
100 ,14
101 ,15
102 ,13
103 ,16
104 ,20
105 ,19
106 ,18
107 ,19
108 ,19
109 ,18
110 ,18
111 ,18
112 ,19
113 ,17
114 ,18
115 ,19
116 ,19
117 ,19
118 ,19
119 ,18
120 ,19
121 ,19
122 ,19
123 ,20
124 ,21
125 ,21
126 ,22
127 ,22
128 ,21
129 ,20
130 ,21
131 ,21
132 ,21
133 ,21
134 ,21
135 ,21
136 ,21
137 ,21
138 ,21
139 ,20
140 ,19
141 ,19
142 ,19
143 ,19
144 ,19
145 ,18
146 ,17
147 ,18
148 ,18
149 ,18
150 ,18
151 ,18
152 ,18
153 ,18
154 ,19
155 ,19
156 ,20
157 ,21
158 ,21
159 ,22
160 ,22
161 ,21
162 ,21
163 ,21
164 ,21
165 ,21
166 ,21
167 ,21
168 ,21
169 ,21
170 ,21
171 ,21
172 ,21
173 ,21
174 ,21
175 ,21
176 ,21
177 ,21
178 ,21
179 ,21
180 ,21
181 ,21
182 ,21
183 ,21
184 ,22
185 ,22
186 ,22
187 ,22
188 ,21
189 ,21
190 ,21
191 ,21
192 ,23
193 ,24
194 ,23
195 ,24
196 ,24
197 ,24
198 ,23
199 ,23
200 ,23
201 ,24
202 ,24
203 ,24
204 ,24
205 ,24
206 ,23
207 ,23
208 ,23
209 ,24
210 ,25
211 ,25
212 ,25
213 ,25
214 ,24
215 ,25
216 ,25
217 ,25
218 ,25
219 ,25
220 ,25
221 ,25
222 ,24
223 ,25
224 ,26
225 ,27
226 ,26
227 ,27
228 ,27
229 ,27
230 ,28
231 ,28
232 ,28
233 ,29
234 ,29
235 ,29
236 ,28
237 ,25
238 ,24
239 ,22
240 ,21
241 ,21
242 ,21
243 ,20
244 ,21
245 ,21
246 ,21
247 ,22
248 ,22
249 ,22
250 ,21
251 ,21
252 ,21
253 ,22
254 ,22
255 ,22
256 ,21
257 ,21
258 ,21
259 ,21
260 ,21
261 ,21
262 ,20
263 ,20
264 ,19
265 ,19
266 ,19
267 ,19
268 ,19
269 ,19
270 ,19
271 ,19
272 ,19
273 ,19
274 ,18
275 ,19
276 ,20
277 ,20
278 ,19
279 ,19
280 ,20
281 ,20
282 ,19
283 ,19
284 ,19
285 ,18
286 ,20
287 ,20
288 ,20
289 ,20
290 ,19
291 ,19
